feature,value,B-LOC,B-MISC,B-ORG,B-PER,I-LOC,I-MISC,I-ORG,I-PER,O
attn_1_4_outputs,1,-1.8087335,-1.2851753,-0.95717883,-1.4238214,-0.43795484,0.17912336,-0.34484667,2.6781797,1.3503088
attn_1_4_outputs,10,-0.72596,-0.5706059,-0.9511886,1.0033606,-0.22879878,-0.41017053,-0.5476165,-1.8683789,0.3228324
attn_1_4_outputs,11,-0.27438334,-0.45532325,-0.3022542,-0.7270883,-1.1943195,-1.1778654,-1.8660371,1.957899,-0.30361754
attn_1_4_outputs,12,-0.9781496,-0.37035674,-0.89424515,0.88667345,0.26060322,-1.1556103,-1.040629,-1.5678782,0.7475089
attn_1_4_outputs,13,-0.2597105,-0.77122575,0.25341657,0.35022655,0.6441002,0.3536599,-0.86149186,-1.0934365,0.41363236
attn_1_4_outputs,14,-0.21461591,0.0686365,-0.13049681,-0.09519382,-0.93648607,0.09848288,-0.5397685,-1.5994639,0.30180845
attn_1_4_outputs,15,-1.6548666,-0.30726868,-1.3644141,0.027201518,1.040133,2.1612358,0.81533366,-1.7169784,0.50750405
attn_1_4_outputs,16,-1.1795067,-1.384662,-0.5418006,-1.7566448,0.3837467,0.45752522,1.9873904,2.1393075,-0.11623905
attn_1_4_outputs,17,0.9973953,1.1885554,-1.914845,-1.1974947,-1.6609436,1.0902019,-0.28919947,-0.5030216,0.21791947
attn_1_4_outputs,18,-0.48994178,-0.040555824,-0.61174154,-0.8654188,1.1185737,0.149244,1.4463843,-1.9508711,0.15522502
attn_1_4_outputs,19,0.19541912,0.26422036,0.51138645,0.2536018,-1.283409,-2.2955477,-0.09956032,-1.8830686,0.4278382
attn_1_4_outputs,2,-0.5986027,-0.82899666,-0.38210356,-0.2671906,-1.4706012,-0.035496596,0.4602494,-0.40970862,0.28882906
attn_1_4_outputs,20,-1.6775281,-0.50523496,-1.1237249,-0.9103048,2.115828,0.7034763,-1.9843183,2.5315332,-1.0253077
attn_1_4_outputs,21,-0.2931774,0.6387174,0.15800378,-0.16977063,-2.0033774,-0.61604017,-1.6334522,-2.7349193,0.91994417
attn_1_4_outputs,22,-0.028742025,-0.26638633,0.36702436,-1.3290486,-1.7483888,-0.7686953,-0.2810461,-0.22918077,0.8396034
attn_1_4_outputs,23,-0.49030203,-1.2085053,-0.13821846,-0.34322935,0.5081082,0.8377637,-0.20244381,1.4204593,-0.14865513
attn_1_4_outputs,24,-1.4666386,-1.6275403,-1.3988043,-1.2662646,-0.85746175,2.4166515,0.1849924,1.1604074,-0.37908226
attn_1_4_outputs,25,0.34970927,0.63817924,-0.10815437,-0.17139046,-0.26786518,-0.21454643,0.8034373,-1.5299336,0.08650036
attn_1_4_outputs,26,0.32662567,0.3617847,1.4531881,0.42712563,-4.177606,-1.308874,-2.0796607,-2.1885438,0.32979923
attn_1_4_outputs,27,0.73619026,-0.87220204,-0.57083845,-1.405598,-0.0077755097,-0.3457388,-1.0433156,0.6360657,-0.10150571
attn_1_4_outputs,28,-2.222276,-0.89305145,0.045022584,-1.6411136,-0.79224545,-0.39317292,2.9096196,0.89703906,-0.9564835
attn_1_4_outputs,29,-1.5346462,-0.30761603,-0.8567408,0.08823805,-1.4204924,0.049004864,-0.09556352,-0.6492231,-0.50818354
attn_1_4_outputs,3,1.4285413,0.14200978,0.31975487,-0.5090951,-1.9282271,-2.444958,-0.5568811,-1.7812028,-0.23035218
attn_1_4_outputs,30,-0.7582095,-0.8297365,0.30849776,0.02207628,-0.06596935,-0.112101026,0.34217027,1.2197667,-0.38177052
attn_1_4_outputs,31,-0.6791269,-0.33290306,-0.695599,0.1551469,1.6636032,-0.7437891,0.52355623,0.5301133,-0.44379064
attn_1_4_outputs,4,0.599333,0.1168104,0.26221883,1.3928534,-0.8072193,-2.3137069,-1.591795,-1.3359511,0.27658057
attn_1_4_outputs,5,-0.95910233,-0.22175382,0.20018625,-0.8611007,-0.570769,-0.43059582,0.5085088,-2.4373908,0.5966629
attn_1_4_outputs,6,-1.8863444,-0.5425954,0.025141597,-0.7321674,1.1867249,-0.11103662,1.0637226,-1.2449194,0.20597893
attn_1_4_outputs,7,0.23391572,0.85852647,0.7303667,-0.34849566,-0.9104637,-2.5355031,-1.3206993,-1.7442513,1.0843433
attn_1_4_outputs,8,0.16824172,-0.32046586,-0.7187152,1.1365625,-1.6521543,-0.56282914,-1.211995,1.450127,-0.28283814
attn_1_4_outputs,9,0.1667207,0.6607837,-0.2929311,-1.4209787,0.009635372,-2.30514,0.48372716,0.6674335,0.2675835
attn_1_5_outputs,0,0.012778639,-0.10658055,-0.54576755,-0.13255467,0.7157521,-1.020527,0.45617893,-0.5552356,0.14669393
attn_1_5_outputs,1,-0.004517907,-0.0691928,0.023280798,-0.1075067,-0.07219781,-0.28289866,0.43366244,-0.3725601,0.17113657
attn_1_5_outputs,10,-0.13656504,0.08193085,-0.3513842,-0.44002536,-0.9886778,-0.04078582,-0.85374063,-0.63337547,0.32058522
attn_1_5_outputs,11,-0.3310135,0.16560091,0.49521685,-0.5079699,0.06810223,-0.92299736,-0.51284075,0.0071286345,-0.19728176
attn_1_5_outputs,12,0.014665455,-1.0793827,-0.29172662,0.47870097,0.06638807,-0.6389155,-0.61706257,0.80450267,-0.15390201
attn_1_5_outputs,13,-0.8506352,-0.3887579,-0.6718958,-0.6266291,-0.5856343,-0.06979016,-0.89334977,0.4289966,0.2953253
attn_1_5_outputs,14,-0.22685462,0.35152498,-0.27670252,-0.5401262,-0.27826244,0.035152666,-0.31250447,-0.65065217,-0.039862808
attn_1_5_outputs,15,-0.21696337,0.07554793,-0.6646689,-0.45569548,-0.006306376,-0.20818755,-0.6843781,-0.372381,0.085979715
attn_1_5_outputs,16,-0.46496972,0.07716851,0.40437466,-0.115001634,-1.2297692,-0.5708511,0.2164384,0.14274639,0.34831843
attn_1_5_outputs,17,0.15500079,0.44622627,-0.26084337,-0.116483696,0.24841146,-0.35940072,-0.20101425,-1.337027,0.2150124
attn_1_5_outputs,18,-0.059613083,0.43377084,0.20149994,-0.4432631,0.11987429,-0.4788595,0.051194414,-0.41547987,0.11352346
attn_1_5_outputs,19,-0.5409476,0.13424681,-0.31152758,-0.086303785,-0.5793343,-0.1739977,-0.46104923,-0.6373164,-0.39935678
attn_1_5_outputs,2,-0.35356227,-0.37583303,-0.45216262,-0.5646508,-0.36573717,-0.2865623,-0.3781252,-0.11780406,-0.25546452
attn_1_5_outputs,20,-0.06111897,0.37900072,-0.2871294,-0.080515444,-0.30312932,0.40031025,-0.76073736,-0.25071707,-0.14376143
attn_1_5_outputs,21,-0.25225362,-0.27551565,-0.2725508,-0.2310792,-0.34088656,-1.3761867,0.31611896,-0.053378653,-0.0006499078
attn_1_5_outputs,22,0.24411291,0.44771025,0.1298954,0.08799376,0.021603402,-0.7032266,0.07224986,-1.301752,-0.08051942
attn_1_5_outputs,23,-0.45613274,0.050956707,-0.102328286,-0.11249384,-0.5663609,-0.1140313,-0.28957412,-0.4308363,0.08208039
attn_1_5_outputs,24,-0.3834052,0.6251071,-0.09297841,-0.79581004,-0.4152594,1.0829281,-0.5307601,-0.4265415,0.07864193
attn_1_5_outputs,25,-0.7795492,-0.27638316,-0.39207703,-0.34780145,-0.72442424,-0.24123552,-0.15204404,-0.41118845,-0.070859686
attn_1_5_outputs,26,-0.24024174,0.20528501,0.021454453,-0.28368556,-1.1309242,-0.30876794,0.16155402,-0.76959497,0.14769934
attn_1_5_outputs,27,-0.17789853,0.06494661,-0.15211178,-0.05268877,0.30892688,-1.2766546,-1.0145556,-0.51056486,0.44811487
attn_1_5_outputs,28,-0.80697054,-0.16190138,0.25954545,-0.05062417,0.3441173,-0.79241693,0.84774023,-0.08802325,0.36513063
attn_1_5_outputs,29,0.091066286,0.8272897,0.069328494,-0.17819381,0.22999321,-0.33983007,0.6215923,-0.30109927,0.40063772
attn_1_5_outputs,3,0.34260172,-0.20359513,-0.55638236,-0.26117587,0.24642502,-0.544513,0.22295994,-0.82228214,0.15872525
attn_1_5_outputs,30,0.21552661,-0.17140609,0.30835256,0.03673307,0.39870963,-0.08302167,0.39966246,0.41088134,0.09959416
attn_1_5_outputs,31,-0.7315944,0.36723894,-0.17110932,-0.31745768,-0.37517306,-0.86057365,-0.81405157,0.17049335,-0.4063334
attn_1_5_outputs,4,0.3817818,-0.09908476,-0.12264851,0.09057518,0.27343708,-0.07352371,-0.115944535,0.15661867,0.1979001
attn_1_5_outputs,5,-0.43908203,-0.1712906,0.30274302,-0.77202463,-0.81322306,-1.3894114,-0.048539203,-1.2604111,0.12878677
attn_1_5_outputs,6,0.24959798,0.12444309,-0.5278128,-0.47276163,-0.6781992,-0.8594182,-0.13806802,0.1452885,0.13800414
attn_1_5_outputs,7,-0.3492336,-0.21274129,0.14661948,0.57068545,-1.7357008,0.16834508,0.38571227,0.6370937,0.1934626
attn_1_5_outputs,8,-0.33761403,0.05170611,0.08866074,0.3167469,0.52267957,0.14098309,0.13804382,0.8411213,-0.007454568
attn_1_5_outputs,9,-0.13652785,-0.37128288,0.18944393,0.10767919,-0.21527556,-0.7460678,-0.14687823,-0.3864835,-0.097909875
attn_1_6_outputs,0,-0.094292894,-0.51530516,-0.05509017,-0.4200393,-0.30296475,0.6421063,-0.34770593,-0.24908388,-0.05131539
attn_1_6_outputs,1,-0.32301533,-0.38244092,-0.5869344,-0.4357295,-1.0814935,-0.7514454,-0.6441461,-1.2850153,1.0598891
attn_1_6_outputs,10,-0.7064076,1.0919428,-0.072690845,0.09935331,-1.080912,1.2512027,-0.9618462,-0.42630708,-0.19327983
attn_1_6_outputs,11,-0.010478607,-0.07307206,-0.5157717,-0.684944,-1.0127625,-0.5059054,-0.59297514,0.17145805,0.29719275
attn_1_6_outputs,12,0.26820794,-1.0721709,-0.6965794,0.17705981,0.17702045,-1.8387731,-1.8166678,0.45085758,0.2521909
attn_1_6_outputs,13,1.342708,-2.1176708,0.6025961,-0.9516259,1.075077,-1.8513218,-0.466874,-1.8175304,-0.852238
attn_1_6_outputs,14,0.19008268,-0.047984853,-0.22048733,-0.49684668,0.45218116,-0.6799633,-0.036998812,-0.6743421,0.07579526
attn_1_6_outputs,15,-0.45061815,0.7357248,0.065777786,-0.3735192,-0.49068975,0.5377882,0.24363004,-0.77292955,0.14753212
attn_1_6_outputs,16,-2.252572,-0.43387353,1.4315426,-0.5809821,-1.2378341,-1.3653076,1.9756691,0.15073347,-0.060392886
attn_1_6_outputs,17,-1.6331338,1.6181821,0.11583214,-1.0101295,-1.113478,1.3219198,-0.7880522,-1.7666111,-0.269026
attn_1_6_outputs,18,-0.02692041,-0.30446193,0.37842196,-0.88913405,0.98994225,-1.4450032,0.2861788,-2.435695,0.13826916
attn_1_6_outputs,19,-0.093134426,0.2200903,-0.27375403,-0.58783835,-0.10600578,0.3292418,-0.10245362,-0.2808638,0.37103403
attn_1_6_outputs,2,-0.32425115,-0.8459023,0.102910824,-1.3934882,-0.6009191,-0.5706519,0.16395578,-1.8441259,-0.14578494
attn_1_6_outputs,20,0.06609769,-0.1417844,-1.439757,0.3638329,-0.14865512,-0.47878405,-1.2567745,0.06588005,-0.007282067
attn_1_6_outputs,21,-0.3197035,-0.31727847,-0.539231,-0.33545884,0.28802368,0.23699977,0.1410859,-0.5631426,0.72026235
attn_1_6_outputs,22,-0.06830447,0.44028795,-0.31202063,-0.65672547,-1.5988913,-0.8989569,-1.0688488,-1.9260218,0.49885473
attn_1_6_outputs,23,-0.7986027,-1.0487547,-0.99400914,0.13975444,-0.53415614,-0.09914835,-0.46085146,1.0170617,0.5001607
attn_1_6_outputs,24,-1.022659,-0.28171083,0.05604112,-0.014898365,-1.7812508,1.3209397,0.1986667,0.6349813,-0.13786776
attn_1_6_outputs,25,-1.0243949,-0.40886867,0.43776202,-0.49722636,-0.44277367,0.09921545,-0.06610528,-0.94023436,0.09118493
attn_1_6_outputs,26,-0.42939064,0.00033237555,0.36260447,-0.70709544,-1.2883135,0.49714714,0.5760687,-1.1760147,0.12977807
attn_1_6_outputs,27,-1.1305195,-0.43527356,-1.5515237,1.5546981,-0.98642176,-0.6601645,-1.580679,-0.3094062,0.13297676
attn_1_6_outputs,28,-1.438317,-1.0476407,0.53544456,1.1912271,-0.44338757,-1.4867034,0.8125171,0.7929169,-0.61014193
attn_1_6_outputs,29,-0.601323,-0.18462089,-0.37270737,0.03834491,-1.1585803,-1.0793998,-0.4659241,-0.08587486,-0.024491834
attn_1_6_outputs,3,0.6500118,-0.067907095,-0.22625801,-0.693583,1.3474276,-0.89488375,-0.32164192,-0.35277656,-0.029389326
attn_1_6_outputs,30,0.24819788,0.3025205,0.37064517,0.1556534,-0.35218284,-0.27902645,0.07806518,0.21855478,0.06744059
attn_1_6_outputs,31,0.3527393,-1.3303089,0.3252681,0.28551602,0.9424118,-0.5899406,-0.43554178,0.18310125,-0.11461693
attn_1_6_outputs,4,0.5030632,-0.29495898,0.71866244,0.31546402,0.120961495,-1.3169855,-0.12148623,0.36883637,-0.27489737
attn_1_6_outputs,5,-0.5187962,0.0907401,0.06129799,-1.1175709,-1.3056198,-0.69239664,0.27250916,-0.7994663,0.7288197
attn_1_6_outputs,6,-0.1869612,-1.3307835,0.52297693,0.47266784,0.9495031,-1.55926,1.3768424,-0.79237914,-0.41192746
attn_1_6_outputs,7,-0.6561123,0.10708206,-0.25994745,0.63745844,-0.9344214,0.017040268,0.08891072,0.9608375,-0.23868869
attn_1_6_outputs,8,-1.4047182,0.2938451,-1.0896856,0.71547633,-1.2971588,-0.39599368,-1.2333986,1.2660437,0.49713817
attn_1_6_outputs,9,-0.40225497,-1.9192533,0.8265294,-0.4492425,-0.15935038,-1.060829,0.9354533,-1.5720074,-0.7176634
attn_1_7_outputs,0,-0.33418992,-0.32381058,-0.016455237,-0.3793806,-0.27545026,-0.32283187,0.20001918,-0.22466694,0.16857198
attn_1_7_outputs,1,-0.12903225,-0.014588722,0.030219015,-0.06797966,-0.59920543,-0.20246203,-0.49865055,0.18181154,0.18103844
attn_1_7_outputs,10,-0.50117004,0.2752787,0.1624196,0.027407754,-1.2380574,0.09723756,-0.8283515,-0.3090266,0.5926848
attn_1_7_outputs,11,-0.39670798,0.45288363,-0.30161065,-0.11503355,0.038787547,0.10746436,-0.8347088,-0.11629011,-0.23414877
attn_1_7_outputs,12,-0.33672485,-1.0217845,-0.17485574,0.10547274,0.10573836,-1.461023,-0.85835224,-0.023993015,0.26856625
attn_1_7_outputs,13,0.07779552,-0.13363758,-0.38466164,0.21089977,-0.37009293,-0.16977435,-0.28477162,-0.44768006,0.48453453
attn_1_7_outputs,14,-0.23163818,0.29697245,-0.2701624,-0.12412822,-0.4785185,0.35987464,-0.9841845,-1.1119313,0.12430249
attn_1_7_outputs,15,0.24098319,0.45591873,-0.3927669,-0.2771346,-0.96557397,0.80529404,-0.78322345,-0.9899939,0.14115943
attn_1_7_outputs,16,-0.33489558,-0.6479525,0.47748098,0.31414527,-2.721449,-1.6455425,0.14873931,0.13179955,-0.20981641
attn_1_7_outputs,17,-0.14800814,0.23020707,0.025975168,0.080931984,-0.050311636,0.5914061,-0.18837036,-0.36223498,0.42971677
attn_1_7_outputs,18,0.08253379,-0.54386693,-0.3069891,-0.70374703,-0.117224015,-0.6766243,0.10736758,-0.1339881,-0.025708118
attn_1_7_outputs,19,0.60599476,0.09417473,-0.23137747,-0.28042576,0.99936926,-0.19574174,-0.31905088,-0.28484023,0.07567227
attn_1_7_outputs,2,-0.11693656,-0.19465435,0.4727518,-0.089613065,0.29763046,-0.18979932,0.26359916,-0.45998386,0.09533317
attn_1_7_outputs,20,-0.25319108,0.08051946,-0.48471645,0.45975706,-0.1904523,0.37837327,-0.9069237,0.5397375,-0.33417693
attn_1_7_outputs,21,-0.37256193,-0.3989411,0.3223302,-0.22794816,-1.0969044,-1.5001241,0.14612724,-0.6693373,0.14989392
attn_1_7_outputs,22,-0.060091183,0.304217,-0.4678224,-0.17702737,0.6092638,-0.24633077,0.21521366,-0.7771641,0.043187577
attn_1_7_outputs,23,-0.4991251,0.009358854,0.064443335,0.015227646,-0.7505242,0.04931252,-0.47919783,-0.12367991,-0.123159744
attn_1_7_outputs,24,-0.21501021,0.61033183,-0.06036811,-0.5473217,-0.36547792,0.011694519,0.046312306,-0.47240844,-0.013819621
attn_1_7_outputs,25,-0.9114633,-0.12864129,0.15749995,-0.45813355,-0.5862708,-0.89331526,-0.37471738,-0.69150674,-0.27372643
attn_1_7_outputs,26,-0.7783272,-0.669189,0.36268756,-0.35284653,-1.4456412,-0.77741677,0.29158682,-1.784026,-0.03028899
attn_1_7_outputs,27,0.30098304,0.0026830211,-0.37650868,-0.031675454,-0.62352365,-0.28935224,-1.0891802,-0.24777284,0.19393323
attn_1_7_outputs,28,-0.064645424,-0.1528785,-0.06378936,-0.00527298,0.01096449,-1.0317196,0.57857466,-0.2374483,-0.58896303
attn_1_7_outputs,29,-0.604306,-0.11232097,0.36601925,-0.36709067,-0.32875022,0.6112803,-0.06978559,-0.28755274,0.028434562
attn_1_7_outputs,3,0.3788922,-0.23227118,-0.13580656,0.084902085,0.79748046,0.455276,-0.2794149,-0.5395411,0.25149775
attn_1_7_outputs,30,0.6610915,0.15018336,0.38343573,-0.054540683,-0.5330329,-0.47776374,0.7041626,0.63011616,0.1428474
attn_1_7_outputs,31,0.24131913,-1.1365756,0.28560963,-0.21467745,0.52831686,-1.6383439,-0.52976745,0.22671409,-0.15079553
attn_1_7_outputs,4,0.01580101,0.0022657188,0.12583537,0.059705276,-0.31113753,-0.6077205,-0.19170992,-0.20515443,0.010298723
attn_1_7_outputs,5,-0.052296754,-0.46388757,0.1364824,-0.517272,-0.4281524,-0.5447296,0.9505549,-1.5708,0.8557254
attn_1_7_outputs,6,-0.14934766,-0.6820489,0.82815206,0.06941479,-1.2266971,-1.4350264,0.08683593,-0.011060263,-0.4382756
attn_1_7_outputs,7,-0.8463756,-0.07020878,0.059746232,0.13099511,-2.0262856,-0.50792056,-0.3375565,0.074368924,0.13765272
attn_1_7_outputs,8,-0.45553163,-0.47463775,-0.38464588,0.3948923,-0.9134412,0.045754127,-0.66298336,0.76869285,-0.10402476
attn_1_7_outputs,9,-0.14885618,-0.81450343,0.28219676,-0.14054534,-0.3124031,-1.0600119,0.056449268,-0.40256655,-0.2976382
mlp_0_0_outputs,0,-0.028688293,0.233669,-0.22619648,0.3641283,-0.21144395,0.21806611,-0.054726746,-0.40670863,0.63555354
mlp_0_0_outputs,1,0.35675332,0.047349688,-0.23861174,-0.61546254,0.19150877,0.12092703,-0.10777696,-0.55161065,0.14467806
mlp_0_0_outputs,10,0.0032044004,0.21640429,0.43594605,-0.3861606,0.054410987,0.23873574,-0.25211337,0.2872492,0.2148742
mlp_0_0_outputs,11,-0.36003605,-0.123227395,0.25698015,0.12816232,-0.3392525,0.2956361,0.16414301,-0.20827965,0.26302412
mlp_0_0_outputs,12,-0.86357194,-0.26950827,0.5530683,-0.33016306,-0.2246105,0.051859826,-0.3094504,-0.4135191,0.28177235
mlp_0_0_outputs,13,-0.27436203,-0.08310154,0.53374374,0.324972,-0.65008444,-0.030003319,-0.35528076,-0.13172828,0.5644287
mlp_0_0_outputs,14,-0.45717952,0.59934336,0.18970533,-0.0159024,0.2357266,0.69921124,0.05607571,0.35707918,-0.39690056
mlp_0_0_outputs,15,-0.19821167,0.21513739,0.11391864,0.31050226,-0.37076822,-0.16242987,-0.2484907,-0.029322304,0.26141527
mlp_0_0_outputs,16,0.14770691,-0.39763716,-0.30190173,0.097811595,-0.24176407,-0.059331086,-0.007450081,0.35644066,-0.429205
mlp_0_0_outputs,17,-0.43834835,-0.28920838,-0.7164536,-0.4815314,0.026755286,-0.13161387,0.054188397,-0.1719307,0.16333538
mlp_0_0_outputs,18,-0.27529332,-0.2753631,-0.45301592,0.5615342,-0.46156472,0.2925319,0.4904697,0.2228393,-0.5123631
mlp_0_0_outputs,19,-0.17545363,0.22590908,-0.23840174,-0.23063394,0.17391314,-0.39853784,-0.24510965,-0.17888439,0.67182374
mlp_0_0_outputs,2,-0.18163766,-0.12838568,-0.021643205,-0.39983562,-0.5061739,-0.47642407,-0.21508512,-0.6673226,0.034166265
mlp_0_0_outputs,20,-0.21465726,-0.20636746,0.11872256,0.4913678,-0.5628118,-0.3358526,-0.21987696,0.44893393,-0.23787372
mlp_0_0_outputs,21,-0.5054405,0.2866653,-0.09198061,-0.047891926,-0.4802703,0.3443404,0.17163005,-0.035202146,0.24972929
mlp_0_0_outputs,22,-0.10693293,-0.35111937,-0.08409304,0.06911036,0.30855778,0.815065,0.6613185,0.67992646,0.07973228
mlp_0_0_outputs,23,0.045645073,-0.4630897,0.361804,-0.1764455,-0.6610834,0.20626654,-0.96651083,-0.3525893,-0.44210175
mlp_0_0_outputs,24,-0.23395823,0.13766268,0.3443388,-0.5135206,-0.47074205,0.26175144,-0.68054855,-0.048477028,0.002547161
mlp_0_0_outputs,25,-0.22587588,-0.03657325,-0.23361783,-0.88069034,-0.33641466,0.05863441,-0.2982223,0.36956125,0.22988884
mlp_0_0_outputs,26,-0.13590677,0.122861676,-0.20027635,-0.1332568,-0.013314972,0.09671608,0.034852307,-0.003461579,0.31700808
mlp_0_0_outputs,27,-0.061197042,0.14091301,-0.2019663,-0.06678224,0.36000428,0.08150265,0.26437896,-0.25324482,0.7322897
mlp_0_0_outputs,28,0.05904485,-0.7664731,-0.101776436,-0.43569952,0.17432043,0.11633669,-0.121094674,-0.0029426757,-0.1735669
mlp_0_0_outputs,29,-0.3344223,-0.59876144,-0.23234288,0.06909472,0.18135372,0.28928328,0.60186505,0.60642177,0.37926266
mlp_0_0_outputs,3,-0.018242696,-0.69181454,-0.8504209,-0.7585721,-0.0127164265,-0.17564122,0.8198188,0.11099424,0.08746666
mlp_0_0_outputs,30,0.022676747,-0.19227321,-0.034328222,0.02910804,0.14962938,-0.04196206,0.17385127,0.3161747,0.33046907
mlp_0_0_outputs,31,0.47114298,-0.056592498,0.28659496,0.21868956,0.18767478,-0.47850168,0.51935786,0.90826136,-0.18962596
mlp_0_0_outputs,4,0.072505206,1.0006245,0.013894971,0.29595184,0.18121016,-0.28685722,0.1638536,0.2343207,-0.05540571
mlp_0_0_outputs,5,0.3211008,0.47069556,0.34325263,0.49090245,-0.45026332,0.24831681,-0.41855803,0.15116076,-0.019085608
mlp_0_0_outputs,6,0.033041403,-0.30739737,0.0026166583,0.4221288,0.15312669,-0.5253787,0.035055164,0.15416253,-0.097225845
mlp_0_0_outputs,7,-0.41145077,-0.2950962,0.083181955,-0.38958687,0.07235134,0.213649,0.42899257,0.48364115,0.17413005
mlp_0_0_outputs,8,-0.7498306,-0.13970286,-0.5562027,-0.008321882,-0.42377177,-0.2827089,-0.26432332,0.6105902,-0.2673546
mlp_0_0_outputs,9,0.4271122,-0.16448438,-0.38610026,0.19720975,-0.23453063,-0.9213153,0.13782138,0.61101013,-0.059918895
mlp_1_0_outputs,0,-0.6773415,0.031395715,-0.09520762,0.04823326,0.05663586,-0.3437116,0.11574928,-0.19396417,0.26970235
mlp_1_0_outputs,1,0.26592824,0.61215806,-0.33396545,-0.037816484,0.30184585,0.19987841,-0.08873061,0.14054416,-0.21922015
mlp_1_0_outputs,10,-0.07808888,-0.48894638,0.2755653,0.17427538,-0.34269866,-0.28144315,0.044378273,-0.064427786,-0.0075334692
mlp_1_0_outputs,11,0.2238344,0.4722956,0.011850574,0.16089109,0.46785316,0.2929751,-0.3444986,-0.5149455,0.4581609
mlp_1_0_outputs,12,0.036136966,-0.08142408,0.02032237,0.22340293,-0.16119945,0.3203969,-0.5819157,-0.113640554,0.19343776
mlp_1_0_outputs,13,-0.55447304,-0.058530636,0.4437932,-0.7970026,-0.45067674,-0.6133493,0.43437594,0.20120776,0.045648515
mlp_1_0_outputs,14,-0.17757064,-0.15300597,0.07392696,0.22896871,-0.581965,0.052057944,-0.20278843,0.25192943,0.80831885
mlp_1_0_outputs,15,-0.14103167,-0.13492128,-0.50091845,0.24902509,-0.6306376,-0.22200821,0.06705913,-0.36048087,0.55060476
mlp_1_0_outputs,16,-0.25372264,0.72640806,0.13049084,0.037757352,0.3668678,0.14573823,-1.4286177,-0.11430654,0.039936535
mlp_1_0_outputs,17,-0.021999208,-0.21858966,-0.18068889,0.06554736,0.045262035,-0.24000795,0.004001083,0.53497726,0.20929113
mlp_1_0_outputs,18,0.018707395,0.26905188,-0.016742835,-0.40047455,-0.2722283,-0.30842784,0.25362316,-0.7934953,-0.22178563
mlp_1_0_outputs,19,-0.49879107,-0.49809134,-0.4777016,0.034687858,-0.5435002,-0.6617853,-0.7040706,-0.469535,0.23548386
mlp_1_0_outputs,2,-0.482671,-0.62520635,-0.56015545,0.46632883,-0.16302507,-0.68750817,0.1274805,0.12186169,0.2282943
mlp_1_0_outputs,20,0.10569211,0.15667796,0.2553944,0.23703381,0.27890483,0.20236714,-0.69841194,0.2894334,-0.046222292
mlp_1_0_outputs,21,-0.17460154,-0.7749014,-0.06268535,0.10796859,0.55526656,0.18832386,-0.08969401,-0.37491012,-0.2388032
mlp_1_0_outputs,22,0.11742159,0.18355773,0.31309584,0.17626959,0.77235913,0.42472285,-0.50165784,0.16303024,-0.52764636
mlp_1_0_outputs,23,-0.00290952,-0.3434195,-0.3559992,-0.16019551,0.30804718,-0.28936645,-0.48139796,0.43959498,0.3747602
mlp_1_0_outputs,24,0.117040135,-0.3430719,-0.3100707,0.23090522,0.21317758,-0.07740853,-0.1679329,-0.06338071,0.076920405
mlp_1_0_outputs,25,0.5355038,0.57726914,-0.49924225,-0.04731479,-0.043925002,-0.36987448,0.19260855,0.30288643,0.17488153
mlp_1_0_outputs,26,0.15123531,-1.0705346,-0.47293913,-0.44734642,-0.16641004,-0.5162857,0.47570977,0.6733958,1.0054002
mlp_1_0_outputs,27,-0.14101648,0.110410854,-0.53800297,-0.37675336,0.20339784,-0.03421856,0.07037244,-0.6971423,-0.010962653
mlp_1_0_outputs,28,0.04397349,-0.0042825523,-0.2774457,-0.36263505,-0.34348783,-0.035922684,0.119247876,0.5605603,-0.016764184
mlp_1_0_outputs,29,-0.2701927,0.086343236,-0.18005031,-0.09700758,0.19684045,0.033843108,-0.3615716,0.5799604,-0.37763968
mlp_1_0_outputs,3,-0.139312,0.11507276,-0.2546034,0.13293359,0.09024414,-0.020567758,0.3105417,0.3882251,0.54340214
mlp_1_0_outputs,30,-0.25400156,0.3099149,-0.17959705,-0.22457907,0.11126494,0.16718923,-0.47408834,-0.2793595,0.28578213
mlp_1_0_outputs,31,-0.14370868,-0.84844905,-0.4587858,-0.19253041,-0.25147218,-0.8258825,-0.03630483,0.5032224,0.065643914
mlp_1_0_outputs,4,-0.15290426,0.011741543,-0.26603892,-0.04956527,-0.11433495,-0.23626998,-0.1515311,-0.5605697,-0.08507384
mlp_1_0_outputs,5,-0.41982633,0.12991428,-0.19714516,-0.227324,-0.53857213,-0.86530966,-0.19379714,-0.81336254,0.13740051
mlp_1_0_outputs,6,-0.07861781,0.42872873,-0.17264366,-0.075128384,0.14531814,0.009660834,-0.42403618,-0.05388128,0.08838768
mlp_1_0_outputs,7,0.055939503,0.25201336,0.29172185,0.12691747,-0.12254078,-0.2937864,-0.46870488,-0.23155202,-0.056959312
mlp_1_0_outputs,8,0.22954288,0.37310708,-0.24371958,0.158629,-0.17668484,0.53287625,0.32296783,0.1273958,0.48897406
mlp_1_0_outputs,9,-0.1268599,-0.52550167,-0.31843936,-0.52226895,-0.88465863,-0.33411118,0.6253485,0.016343268,0.83169353
ones,_,0.3335832,0.13826945,0.045934994,-0.5140312,-0.0055289054,0.048194796,-0.24601385,0.029537505,0.060341317
